user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
19344,176139,2024-06-21 19:01:29,Doctor,Notion AI,Code Generation,3,low,7.5,4.227326017593311,32.73,medium,7,5,7.35,1,0,none,8,low,1,paid,45,high
31300,48160,2023-08-30 06:32:44,Software Developer,DALL-E,Email Drafting,3,high,7.5,5.172895912045922,23.27,medium,7,5,3.58,1,0,none,6,high,0,free,8,medium
9833,32251,2023-11-19 18:50:18,Doctor,Replit Ghostwriter,Business Strategy,5,high,8.5,6.254615535201515,22.45,high,8,7,6.82,1,0,none,8,high,1,freemium,13,low
5601,134146,2023-12-25 21:41:15,Entrepreneur,Synthesia,Blog Writing,6,low,9.0,4.946349505322047,40.54,high,9,6,6.62,1,0,none,8,low,0,free,59,high
25715,152268,2024-08-08 06:45:06,Teacher,AutoGPT,Essay Writing,4,medium,8.0,6.178216836895607,18.22,high,8,4,4.76,0,1,irrelevant,7,medium,1,paid,9,medium
36066,103677,2023-12-26 07:00:16,Electrical Engineer,Cursor AI,Resume Building,1,medium,6.5,6.8418032181401145,-3.42,medium,6,5,5.77,0,0,none,6,high,1,paid,57,low
44398,63346,2024-11-07 14:08:58,Entrepreneur,Replit Ghostwriter,Research Summary,6,medium,9.0,3.92244731958768,50.78,high,9,3,7.21,0,0,none,5,high,1,paid,25,medium
44133,65650,2023-08-05 09:02:50,Video Editor,ChatGPT,Blog Writing,3,low,10.0,3.6659544650816187,63.34,high,10,4,6.3,0,0,none,7,low,0,free,43,high
34058,81939,2024-07-21 05:48:33,Scientist,ChatGPT,Essay Writing,2,medium,9.5,6.627589115596911,28.72,high,9,6,8.98,1,0,none,8,high,0,freemium,9,high
28513,30325,2023-08-21 08:32:16,Marketing Manager,Grammarly AI,Video Creation,2,medium,7.0,4.376564201221605,26.23,medium,7,3,7.49,0,0,none,8,low,1,paid,36,low
44383,30171,2024-04-09 03:16:12,Police Officer,Canva AI,Marketing Copy,2,low,7.0,3.294935226644998,37.05,medium,6,2,6.63,0,0,none,10,high,1,free,56,medium
2766,24418,2024-07-10 21:56:38,Business Analyst,Grammarly AI,Blog Writing,6,high,10.0,3.6785365804327976,63.21,high,9,3,6.2,0,0,none,8,high,0,freemium,57,high
24968,548,2024-10-28 05:44:49,Content Creator,Replit Ghostwriter,Image Generation,4,medium,8.0,5.2280916437525295,27.72,high,8,6,3.82,0,1,incomplete,10,medium,1,paid,50,low
40216,160396,2024-12-19 00:17:32,HR Manager,Pictory,Image Generation,1,medium,6.5,3.2157970928370307,32.84,medium,6,4,8.82,0,0,none,10,low,0,freemium,21,high
11331,19511,2024-07-11 04:22:27,Interior Designer,Runway AI,Legal Drafting,2,medium,7.0,6.610107507123555,3.9,medium,6,6,6.72,1,0,none,6,medium,1,paid,58,high
19215,18163,2023-11-21 09:02:26,Software Developer,DALL-E,Data Analysis,1,low,6.5,5.156028097702402,13.44,medium,5,5,8.77,1,0,none,8,low,0,free,60,low
27279,180626,2024-09-11 14:36:09,Data Scientist,Notion AI,Data Analysis,6,medium,9.0,4.522380815669403,44.78,high,9,5,5.08,0,0,none,9,low,0,paid,6,medium
46390,180672,2024-03-10 17:04:34,Scientist,Midjourney,Learning New Topic,5,high,8.5,6.2436538985409555,22.56,high,7,6,8.72,1,0,none,8,low,0,free,47,high
40339,169079,2023-07-20 17:28:20,Sales Executive,Pictory,Medical Notes,3,medium,7.5,3.18532037940944,43.15,medium,6,4,3.62,0,0,none,6,low,0,paid,19,high
47094,40546,2024-06-25 21:13:19,Entrepreneur,Grammarly AI,Exam Preparation,4,medium,8.0,6.861682677617512,11.38,high,8,6,4.05,0,1,incomplete,8,high,0,free,30,medium
45599,54030,2024-01-16 17:53:34,Data Scientist,DALL-E,Essay Writing,1,low,6.5,5.526913289589264,9.73,medium,6,6,6.78,0,0,none,9,medium,0,free,56,high
20698,92027,2023-10-11 10:48:45,Judge,Canva AI,Code Generation,3,medium,7.5,3.621858958317465,38.78,medium,7,2,6.37,1,0,none,10,low,0,free,59,medium
42583,134451,2024-07-14 15:09:50,Teacher,Notion AI,Blog Writing,5,high,8.5,4.707136440490088,37.93,high,8,5,4.29,0,1,irrelevant,8,low,0,paid,45,medium
15575,185455,2023-05-11 15:19:06,Journalist,Claude,Presentation Creation,6,medium,9.0,5.144731912943572,38.55,high,8,5,8.58,1,0,none,8,high,1,freemium,16,low
44092,140452,2023-06-02 08:13:02,Military Officer,Runway AI,Data Analysis,1,low,6.5,4.558502540897486,19.41,medium,5,4,5.4,0,0,none,10,medium,1,freemium,17,medium
8378,21378,2024-08-21 04:34:43,Video Editor,Runway AI,Learning New Topic,5,low,8.5,3.126977436198272,53.73,high,9,3,7.06,0,0,none,10,high,1,paid,16,high
8979,9391,2023-12-20 07:35:05,Judge,Runway AI,Video Creation,2,low,7.0,6.249755253542798,7.5,medium,7,4,7.29,0,1,irrelevant,5,low,1,freemium,59,high
24738,104822,2023-12-28 06:52:51,Content Creator,Canva AI,Exam Preparation,3,medium,7.5,5.624796021676923,18.75,medium,7,5,5.64,1,0,none,6,medium,1,free,18,high
12726,134568,2023-07-02 23:53:08,Journalist,Synthesia,Code Generation,3,high,7.5,3.345896227042293,41.54,medium,7,2,4.94,0,0,none,8,low,0,freemium,30,medium
17027,44532,2023-07-21 21:26:16,Mechanical Engineer,Midjourney,Presentation Creation,1,high,6.5,4.067768800340833,24.32,medium,5,3,7.59,0,1,hallucination,7,high,0,freemium,25,medium
14675,27777,2024-07-15 07:14:43,Mechanical Engineer,Synthesia,Email Drafting,4,low,8.0,5.579879773471562,24.2,high,7,6,5.53,1,1,incomplete,5,medium,1,freemium,33,medium
46798,3972,2024-05-19 06:19:08,Professor,Canva AI,Data Analysis,6,high,9.0,4.34419835567984,46.56,high,9,3,8.38,1,1,incomplete,7,high,1,paid,54,low
27941,198905,2024-08-15 11:29:18,YouTuber,Pictory,Image Generation,4,medium,8.0,5.259513221791291,27.4,high,8,5,4.59,0,0,none,9,high,0,freemium,37,low
16060,78683,2024-01-26 11:14:42,Judge,AutoGPT,Blog Writing,6,high,9.0,3.4816119377213006,55.18,high,8,3,4.9,1,0,none,5,low,0,free,6,low
35871,79227,2023-02-25 03:26:27,Professor,ChatGPT,Essay Writing,6,high,10.0,3.581012612461626,64.19,high,9,2,4.57,1,0,none,5,medium,1,paid,45,high
12969,103391,2024-08-06 10:14:49,Sales Executive,Grammarly AI,Learning New Topic,6,low,9.0,3.5599951547957107,54.4,high,8,2,7.98,1,0,none,7,low,0,paid,45,medium
1500,35710,2024-01-30 07:20:49,Graphic Designer,Canva AI,Image Generation,3,low,7.5,4.139174995559736,33.61,medium,7,4,3.95,1,1,incomplete,8,low,0,freemium,14,medium
41287,85695,2023-02-18 19:38:38,Military Officer,Pictory,Medical Notes,2,high,7.0,5.6394754554183235,13.61,medium,6,6,3.33,1,0,none,9,low,1,free,34,high
44177,154515,2024-05-04 05:36:51,Data Scientist,Midjourney,Data Analysis,1,medium,6.5,5.153520209962514,13.46,medium,6,6,4.13,1,0,none,5,medium,0,free,51,high
170,75751,2023-03-19 06:30:31,Marketing Manager,Gemini,Email Drafting,6,high,9.0,3.615153924511936,53.85,high,9,3,3.5,1,1,hallucination,10,high,0,freemium,48,high
34186,101591,2023-02-28 03:20:17,Nurse,Perplexity AI,Image Generation,3,high,7.5,3.4031657768241073,40.97,medium,7,3,7.26,0,0,none,6,medium,1,paid,8,high
45269,160886,2023-08-15 18:16:39,Professor,Claude,Exam Preparation,2,medium,7.0,4.810417070938106,21.9,medium,6,3,3.92,1,0,none,6,low,0,free,36,medium
10573,150579,2024-07-10 15:22:13,Researcher,Grammarly AI,Learning New Topic,2,medium,7.0,6.320680206575435,6.79,medium,6,4,6.39,1,0,none,6,medium,1,free,23,medium
47790,111207,2023-11-28 09:29:38,Business Analyst,Grammarly AI,Data Analysis,1,low,6.5,4.828629235263204,16.71,medium,5,3,5.17,1,0,none,5,high,0,freemium,19,high
9177,42765,2023-02-21 13:25:39,Entrepreneur,Pictory,Presentation Creation,3,high,7.5,6.565184878828788,9.35,medium,7,5,8.06,0,0,none,6,low,0,free,59,medium
9863,120682,2023-06-23 17:25:44,Pharmacist,Claude,Exam Preparation,3,low,7.5,6.917343795594969,5.83,medium,6,6,3.66,1,0,none,5,low,0,paid,9,high
27621,154626,2023-10-15 18:27:17,Pharmacist,Gemini,Learning New Topic,4,low,8.0,4.772840985276829,32.27,high,7,3,3.41,0,0,none,9,low,0,paid,8,low
20316,125174,2024-08-15 08:08:27,Graphic Designer,Claude,Business Strategy,1,medium,6.5,5.978022841815751,5.22,medium,6,6,3.23,0,0,none,10,medium,0,freemium,32,high
4189,34825,2024-02-13 20:59:53,Business Analyst,Midjourney,UI Design,6,medium,9.0,4.640066216241634,43.6,high,8,5,4.23,0,0,none,10,low,1,paid,58,high
7720,94397,2024-03-19 05:21:15,Professor,Runway AI,Email Drafting,2,low,7.0,4.924088900501509,20.76,medium,6,4,6.23,0,0,none,10,low,1,freemium,47,low
28927,91754,2024-10-15 05:21:44,Electrical Engineer,Claude,Email Drafting,4,medium,8.0,3.430849503891795,45.69,high,8,3,3.49,1,0,none,10,low,0,paid,52,high
46468,57478,2024-02-21 02:33:26,Software Developer,Grammarly AI,Learning New Topic,1,high,6.5,6.715605230159397,-2.16,medium,7,7,5.76,0,0,none,9,high,1,paid,37,high
17348,13684,2024-05-27 23:26:46,Pharmacist,DALL-E,Marketing Copy,4,high,8.0,3.7391727190594084,42.61,high,7,5,5.23,0,0,none,7,medium,0,paid,37,high
36392,94227,2024-04-03 07:32:12,Police Officer,Synthesia,Learning New Topic,5,medium,8.5,4.189867500487841,43.1,high,8,4,7.78,0,0,none,8,high,0,paid,43,high
47720,95565,2023-05-03 19:49:12,Doctor,GitHub Copilot,Blog Writing,6,low,9.0,5.835106295738948,31.65,high,8,6,8.85,0,1,irrelevant,10,high,0,free,16,low
18170,69434,2023-02-04 05:37:37,Architect,Midjourney,Presentation Creation,3,high,7.5,5.411112454513759,20.89,medium,7,5,3.33,0,1,incomplete,5,medium,0,paid,58,high
3503,91103,2023-06-17 21:06:21,Video Editor,AutoGPT,Video Creation,1,low,6.5,3.3647101600777467,31.35,medium,6,2,6.82,0,0,none,5,medium,0,freemium,11,high
3783,114860,2024-06-28 08:41:06,Military Officer,AutoGPT,Video Creation,3,medium,7.5,4.98813722524733,25.12,medium,7,5,8.75,1,0,none,10,high,0,freemium,12,low
25597,98748,2023-01-01 05:01:53,Data Scientist,Synthesia,Legal Drafting,2,medium,7.0,3.835695066475877,31.64,medium,7,4,4.4,0,1,hallucination,7,high,0,freemium,12,medium
6183,9254,2024-07-04 12:03:15,Professor,ChatGPT,Video Creation,4,high,8.0,5.695700260812717,23.04,high,7,6,7.47,0,1,incomplete,5,high,0,free,27,high
47192,15812,2023-11-13 07:18:52,Interior Designer,Notion AI,Video Creation,5,medium,8.5,4.612995661182931,38.87,high,7,4,6.02,0,0,none,9,low,1,free,9,high
13313,57899,2023-09-26 11:12:26,Accountant,Claude,Image Generation,5,high,8.5,3.470266923077461,50.3,high,8,2,8.36,0,0,none,8,high,1,freemium,49,low
1317,19980,2023-10-31 19:44:31,YouTuber,Replit Ghostwriter,Image Generation,3,high,7.5,4.764114318382028,27.36,medium,6,5,6.16,0,1,hallucination,6,low,0,free,17,high
22304,161518,2023-12-23 12:20:42,Business Analyst,Synthesia,Business Strategy,6,low,9.0,5.844876088054507,31.55,high,8,5,6.64,1,0,none,6,medium,0,paid,39,medium
15701,180842,2024-08-15 00:21:49,Sales Executive,Runway AI,Learning New Topic,4,high,8.0,4.447020091448541,35.53,high,7,4,7.8,1,0,none,5,low,0,paid,51,medium
32858,68272,2024-09-30 20:41:53,Graphic Designer,AutoGPT,Learning New Topic,4,low,8.0,3.751971534299597,42.48,high,7,2,7.89,0,1,hallucination,10,low,0,freemium,56,low
12718,117707,2024-04-09 21:13:28,Police Officer,Cursor AI,Code Debugging,3,medium,10.0,4.620561454477171,53.79,high,10,4,6.37,1,0,none,9,high,0,paid,36,medium
6133,134925,2023-09-25 02:27:46,Doctor,AutoGPT,Business Strategy,4,high,8.0,3.481291841099762,45.19,high,7,4,6.78,0,0,none,6,low,1,freemium,7,low
41707,164367,2023-01-03 02:35:16,Professor,Grammarly AI,Learning New Topic,2,low,7.0,4.4263693733924345,25.74,medium,6,3,3.99,1,0,none,5,low,1,free,56,low
1132,179466,2024-11-25 18:07:53,YouTuber,Gemini,Data Analysis,1,low,6.5,4.126905209603837,23.73,medium,6,5,7.85,1,0,none,10,medium,1,free,39,low
26774,69356,2024-08-11 23:00:28,Researcher,Runway AI,Medical Notes,1,medium,6.5,5.518168135811301,9.82,medium,7,5,3.25,0,1,irrelevant,8,medium,1,paid,47,low
45092,82465,2023-06-23 17:25:53,Consultant,Grammarly AI,Code Debugging,6,high,9.0,3.5086296940727406,54.91,high,8,2,8.28,1,1,incomplete,8,high,0,freemium,34,medium
44512,179527,2024-09-04 10:33:09,Business Analyst,Grammarly AI,Essay Writing,2,low,9.5,4.81575674278511,46.84,high,8,6,6.89,1,0,none,9,medium,1,freemium,13,low
14483,122416,2024-05-28 07:25:06,Teacher,Runway AI,Essay Writing,5,low,8.5,4.099199129787651,44.01,high,7,4,4.82,1,1,incomplete,10,high,1,freemium,7,high
41481,66793,2023-10-03 23:03:24,Pharmacist,Perplexity AI,Email Drafting,5,medium,8.5,3.6470232837593684,48.53,high,8,2,3.72,0,0,none,7,low,1,freemium,32,low
17252,29953,2024-01-27 01:45:03,Civil Engineer,GitHub Copilot,Resume Building,4,high,8.0,5.6834786741694225,23.17,high,8,4,5.43,0,1,incomplete,10,low,1,paid,56,medium
49233,165790,2023-08-23 06:54:05,Military Officer,Canva AI,Data Analysis,2,high,7.0,3.5952190783391353,34.05,medium,6,4,8.99,1,0,none,8,medium,0,freemium,59,medium
31729,79706,2023-04-03 19:21:05,Judge,Synthesia,Data Analysis,5,medium,8.5,6.458842426287452,20.41,high,8,7,4.93,0,0,none,5,low,1,paid,19,high
26849,154108,2024-04-21 13:45:38,Electrical Engineer,Pictory,Research Summary,6,medium,9.0,5.457678825966362,35.42,high,8,5,7.69,0,0,none,7,high,0,paid,54,low
42594,171979,2024-02-17 11:40:38,Researcher,Gemini,Resume Building,6,low,9.0,5.9481712545160565,30.52,high,8,7,8.01,0,0,none,10,high,0,paid,60,medium
33164,155882,2024-03-02 09:42:15,Nurse,Synthesia,Legal Drafting,2,low,7.0,6.647541342073438,3.52,medium,6,7,6.98,1,1,incomplete,5,medium,0,paid,54,medium
20924,116191,2023-09-17 18:27:08,Pharmacist,DALL-E,Blog Writing,4,low,8.0,4.5316474428070705,34.68,high,8,3,7.81,0,0,none,6,high,0,paid,45,low
49387,143805,2024-10-27 09:02:38,Electrical Engineer,Notion AI,Email Drafting,3,high,7.5,3.933088330045305,35.67,medium,6,2,8.34,1,0,none,5,high,0,freemium,57,high
17661,119755,2023-10-09 03:11:31,Consultant,DALL-E,Code Generation,4,medium,8.0,6.854145868072051,11.46,high,7,7,5.49,0,0,none,5,high,1,paid,36,medium
21780,118477,2023-02-15 10:26:11,Mechanical Engineer,Runway AI,UI Design,6,high,9.0,6.166743996303154,28.33,high,8,5,5.65,0,0,none,7,medium,0,freemium,34,low
43440,199081,2024-05-07 18:37:03,Graphic Designer,Perplexity AI,Code Debugging,3,high,7.5,4.055106212459658,34.45,medium,7,3,7.16,0,0,none,6,low,0,free,10,low
19731,165167,2023-05-01 12:29:55,Content Creator,Perplexity AI,Research Summary,5,high,8.5,6.721018898898693,17.79,high,8,5,6.63,1,0,none,7,high,1,free,23,high
38749,34388,2024-05-06 23:45:25,Consultant,AutoGPT,Video Creation,6,medium,9.0,3.7029861367650017,52.97,high,8,2,3.28,1,0,none,8,low,1,freemium,28,high
10597,180378,2024-07-27 09:53:22,Pharmacist,AutoGPT,UI Design,1,medium,6.5,5.1208764481611135,13.79,medium,6,3,5.14,0,0,none,5,medium,0,paid,43,medium
34427,152165,2024-02-18 18:30:12,Interior Designer,Claude,Medical Notes,3,medium,7.5,5.535110389375442,19.65,medium,7,5,8.67,1,0,none,9,high,0,paid,30,medium
31608,99521,2023-10-04 13:38:19,Teacher,Synthesia,Research Summary,3,low,7.5,6.117684956039453,13.82,medium,7,6,5.84,1,1,irrelevant,8,low,0,paid,28,low
9619,45371,2023-05-01 08:18:03,HR Manager,Midjourney,Image Generation,6,medium,10.0,6.419172460395291,35.81,high,10,5,3.59,0,0,none,8,low,0,paid,51,low
7551,14185,2024-01-08 01:30:05,Doctor,GitHub Copilot,Video Creation,6,high,9.0,4.180003899334771,48.2,high,8,3,3.77,0,1,irrelevant,10,medium,1,paid,35,high
1428,25959,2024-07-22 13:35:13,Marketing Manager,Pictory,Email Drafting,6,medium,9.0,5.614031376661578,33.86,high,9,6,3.36,0,0,none,9,medium,1,free,60,low
26350,142820,2024-04-24 20:57:00,Consultant,Cursor AI,Essay Writing,2,medium,7.0,6.947584153025747,0.52,medium,7,7,7.57,0,0,none,8,low,0,paid,33,low
29121,264,2024-11-13 11:20:57,YouTuber,GitHub Copilot,Video Creation,2,high,7.0,6.750804679288665,2.49,medium,7,5,5.87,0,0,none,8,high,0,free,28,medium
11498,189796,2023-01-12 20:42:20,Nurse,Notion AI,Email Drafting,6,high,9.0,3.5204053200990484,54.8,high,9,3,7.81,1,0,none,8,medium,0,paid,42,low
31770,71527,2023-01-14 12:49:31,Business Analyst,Canva AI,Video Creation,6,low,9.0,4.211631561548021,47.88,high,8,5,4.27,0,0,none,6,medium,1,freemium,40,high
4538,55657,2023-08-14 18:53:21,Architect,DALL-E,Legal Drafting,3,low,7.5,5.263918246264157,22.36,medium,7,6,5.48,1,0,none,5,low,1,freemium,53,high
37327,4036,2023-03-16 12:25:18,Judge,Notion AI,Image Generation,3,low,7.5,6.9352793195356375,5.65,medium,8,6,4.33,1,0,none,6,low,0,paid,31,medium
19557,130000,2023-01-19 07:48:53,Teacher,Pictory,Code Debugging,4,medium,8.0,5.958956129466717,20.41,high,7,6,5.64,0,0,none,10,low,0,paid,51,low
43913,133222,2023-09-22 23:57:53,HR Manager,Midjourney,Medical Notes,5,low,8.5,5.167149248406699,33.33,high,8,5,3.68,0,0,none,6,high,1,paid,53,high
10792,93722,2024-07-03 09:57:35,Judge,Midjourney,Business Strategy,5,medium,8.5,5.68511299408474,28.15,high,7,6,5.67,1,1,hallucination,9,low,0,paid,48,medium
13290,181333,2024-04-09 14:17:54,Police Officer,Canva AI,Video Creation,4,low,8.0,6.6528496282443115,13.47,high,8,7,7.68,1,1,incomplete,5,medium,1,paid,57,medium
19155,134216,2024-01-04 01:35:41,Software Developer,ChatGPT,Research Summary,1,high,6.5,6.204753305607944,2.95,medium,7,6,4.14,0,0,none,9,medium,1,free,39,medium
25237,1398,2024-06-09 00:38:48,Data Scientist,Claude,Presentation Creation,1,medium,6.5,4.358429698413165,21.42,medium,5,4,3.41,1,1,incomplete,8,low,0,paid,28,medium
49892,112239,2023-09-05 01:48:20,Video Editor,Perplexity AI,Exam Preparation,3,low,7.5,6.413219506894072,10.87,medium,8,5,7.7,0,0,none,8,high,1,free,24,high
36950,141056,2024-03-02 15:45:48,Sales Executive,Canva AI,Code Debugging,2,low,7.0,5.517710896374628,14.82,medium,7,4,4.87,0,0,none,10,medium,1,free,42,medium
42109,101684,2023-01-15 03:38:05,Mechanical Engineer,Perplexity AI,Email Drafting,6,low,9.0,3.1479876089471217,58.52,high,9,2,7.09,1,1,irrelevant,5,medium,1,free,51,medium
47700,184719,2023-01-12 18:41:07,Business Analyst,ChatGPT,Data Analysis,6,medium,9.0,6.775907052142193,22.24,high,9,5,3.27,0,0,none,5,medium,0,paid,25,medium
26649,157039,2024-09-12 09:50:56,Interior Designer,Cursor AI,Data Analysis,3,medium,7.5,3.3743388650067794,41.26,medium,8,2,5.15,0,1,hallucination,10,low,0,freemium,25,high
5070,9672,2023-03-07 04:28:00,Scientist,AutoGPT,UI Design,3,low,7.5,6.394879409216753,11.05,medium,7,7,3.17,1,0,none,9,medium,0,freemium,43,low
1022,173209,2023-04-19 10:40:10,Journalist,Notion AI,Resume Building,6,medium,9.0,3.2392718904908673,57.61,high,9,3,4.56,1,0,none,10,medium,1,free,14,low
23323,34844,2024-05-25 14:02:01,Researcher,Canva AI,Business Strategy,1,medium,6.5,5.997555817352302,5.02,medium,5,5,7.81,1,1,hallucination,6,high,0,free,43,medium
39712,195424,2024-02-06 14:18:30,Scientist,Perplexity AI,Code Debugging,5,high,8.5,6.907293652601883,15.93,high,8,5,8.75,0,0,none,9,high,0,free,26,medium
37304,2436,2023-01-23 21:29:09,Graphic Designer,Midjourney,Presentation Creation,2,low,7.0,6.957509147322835,0.42,medium,7,8,4.8,1,0,none,7,high,0,paid,30,high
32076,102922,2023-04-03 15:46:40,Graphic Designer,Cursor AI,Business Strategy,5,high,8.5,3.3398522409689413,51.6,high,7,3,8.8,0,1,irrelevant,10,low,1,free,21,medium
27876,104724,2024-09-29 16:10:08,Pharmacist,Claude,Resume Building,6,medium,9.0,3.3765022738841486,56.23,high,9,2,5.4,0,1,incomplete,10,low,0,free,45,medium
32105,171766,2023-05-07 11:17:57,Journalist,Runway AI,Email Drafting,4,medium,8.0,3.5277744194649054,44.72,high,7,4,6.61,1,0,none,10,low,0,free,24,low
8855,186068,2023-04-05 03:20:01,Civil Engineer,Runway AI,UI Design,5,medium,8.5,4.654968594399696,38.45,high,9,5,8.72,0,1,irrelevant,9,medium,1,freemium,41,high
15582,166105,2024-03-21 08:54:13,Pharmacist,Perplexity AI,Presentation Creation,5,high,8.5,6.8358907392608685,16.64,high,8,5,4.23,0,0,none,8,high,1,paid,40,medium
17170,80637,2024-06-23 19:18:34,Entrepreneur,Midjourney,Image Generation,4,high,10.0,3.826613462171159,61.73,high,9,2,7.97,0,0,none,9,high,1,free,18,low
21295,46357,2024-03-07 10:44:05,Consultant,Synthesia,Email Drafting,1,low,6.5,5.944829775621865,5.55,medium,5,5,3.26,1,0,none,10,low,1,freemium,51,high
44975,192852,2023-05-08 00:15:40,Business Analyst,Runway AI,Learning New Topic,1,medium,6.5,3.4491782072106614,30.51,medium,6,3,5.12,0,0,none,9,medium,1,free,13,medium
10920,186212,2024-11-17 19:05:37,Civil Engineer,DALL-E,Medical Notes,6,medium,9.0,6.807780697207317,21.92,high,8,6,6.1,0,0,none,6,high,0,freemium,36,low
8742,42272,2024-06-06 22:22:57,Electrical Engineer,Runway AI,Image Generation,2,high,7.0,4.943631897186297,20.56,medium,6,6,3.3,0,1,hallucination,8,low,1,paid,21,medium
3012,87187,2023-11-18 21:36:47,Researcher,Grammarly AI,Email Drafting,1,low,6.5,5.220824709002048,12.79,medium,7,6,4.66,1,1,incomplete,9,high,1,free,7,medium
30834,41592,2023-11-07 12:42:16,Sales Executive,Canva AI,Code Generation,1,medium,6.5,4.911164992116138,15.89,medium,6,5,5.01,1,0,none,5,medium,0,freemium,9,medium
351,111383,2024-09-20 20:45:36,YouTuber,Perplexity AI,Video Creation,5,high,8.5,3.75293152340192,47.47,high,7,3,7.33,0,0,none,6,medium,1,freemium,7,medium
7645,113207,2024-03-28 11:33:53,Mechanical Engineer,Cursor AI,Presentation Creation,5,low,8.5,6.399435825028892,21.01,high,8,7,5.43,0,0,none,5,medium,1,free,51,high
10418,123314,2024-03-12 15:43:53,Journalist,Perplexity AI,UI Design,1,high,6.5,3.105658111449818,33.94,medium,6,2,6.09,0,0,none,10,low,1,freemium,57,medium
39913,102052,2023-10-15 18:12:45,Civil Engineer,Notion AI,Video Creation,5,low,8.5,4.112228086408436,43.88,high,8,3,8.52,1,0,none,10,low,0,free,9,low
13189,108415,2024-02-03 16:25:54,Mechanical Engineer,Pictory,Code Generation,3,high,7.5,4.639895561256701,28.6,medium,6,5,3.77,0,0,none,5,high,0,paid,42,low
19390,2064,2024-08-18 08:10:35,Interior Designer,Notion AI,Video Creation,3,low,7.5,5.951905613458896,15.48,medium,6,5,7.86,0,0,none,5,medium,0,freemium,42,high
